filename,GPSLatitude,GPSLatitudeRef,GPSLongitude,GPSLongitudeRef,GPSAltitude,GPSAltitudeRef,GPSVersionID,DateTimeOriginal,DateTimeDigitized
2025_1226_112819_028.JPG,21.16116536111111,N,72.78575844444444,E,29.3,0,2.2.0.0,2025:12:26 11:28:18,2025:12:26 11:28:18
2025_1226_112822_029.JPG,21.161193833333332,N,72.78583983333333,E,31.1,0,2.2.0.0,2025:12:26 11:28:21,2025:12:26 11:28:21
2025_1226_112825_030.JPG,21.16122638888889,N,72.78592122222221,E,32.5,0,2.2.0.0,2025:12:26 11:28:24,2025:12:26 11:28:24
2025_1226_112828_031.JPG,21.16125486111111,N,72.78601072222222,E,33.4,0,2.2.0.0,2025:12:26 11:28:27,2025:12:26 11:28:27
2025_1226_112831_032.JPG,21.161291499999997,N,72.7860921111111,E,34.1,0,2.2.0.0,2025:12:26 11:28:30,2025:12:26 11:28:30
2025_1226_112834_033.JPG,21.16131997222222,N,72.7861735,E,34.1,0,2.2.0.0,2025:12:26 11:28:33,2025:12:26 11:28:33
2025_1226_112837_034.JPG,21.161352527777776,N,72.7862548611111,E,33.8,0,2.2.0.0,2025:12:26 11:28:36,2025:12:26 11:28:36
2025_1226_112840_035.JPG,21.161397277777777,N,72.78626299999999,E,34.0,0,2.2.0.0,2025:12:26 11:28:39,2025:12:26 11:28:39
2025_1226_112843_036.JPG,21.161405416666664,N,72.78621416666667,E,34.3,0,2.2.0.0,2025:12:26 11:28:42,2025:12:26 11:28:42
2025_1226_112846_037.JPG,21.16137694444444,N,72.78613280555555,E,33.0,0,2.2.0.0,2025:12:26 11:28:45,2025:12:26 11:28:45
2025_1226_112849_038.JPG,21.16134438888889,N,72.78605955555555,E,30.3,0,2.2.0.0,2025:12:26 11:28:48,2025:12:26 11:28:48
2025_1226_112852_039.JPG,21.161315916666666,N,72.78597816666667,E,28.7,0,2.2.0.0,2025:12:26 11:28:51,2025:12:26 11:28:51
2025_1226_112855_040.JPG,21.161291499999997,N,72.78591308333333,E,29.4,0,2.2.0.0,2025:12:26 11:28:54,2025:12:26 11:28:54
2025_1226_112858_041.JPG,21.161258944444445,N,72.78583169444444,E,26.9,0,2.2.0.0,2025:12:26 11:28:57,2025:12:26 11:28:57
2025_1226_112901_042.JPG,21.16122638888889,N,72.78575030555555,E,27.5,0,2.2.0.0,2025:12:26 11:29:00,2025:12:26 11:29:00
2025_1226_112904_043.JPG,21.161193833333332,N,72.78567708333333,E,27.3,0,2.2.0.0,2025:12:26 11:29:03,2025:12:26 11:29:03
2025_1226_112907_044.JPG,21.16115313888889,N,72.78559569444444,E,27.0,0,2.2.0.0,2025:12:26 11:29:06,2025:12:26 11:29:06
2025_1226_112910_045.JPG,21.16112872222222,N,72.78553058333333,E,26.4,0,2.2.0.0,2025:12:26 11:29:09,2025:12:26 11:29:09
2025_1226_112913_046.JPG,21.161181638888888,N,72.78549802777778,E,26.3,0,2.2.0.0,2025:12:26 11:29:12,2025:12:26 11:29:12
2025_1226_112916_047.JPG,21.161222305555555,N,72.785555,E,27.2,0,2.2.0.0,2025:12:26 11:29:15,2025:12:26 11:29:15
2025_1226_112919_048.JPG,21.16125486111111,N,72.78562825,E,28.3,0,2.2.0.0,2025:12:26 11:29:18,2025:12:26 11:29:18
2025_1226_112922_049.JPG,21.161287416666664,N,72.78570961111112,E,29.4,0,2.2.0.0,2025:12:26 11:29:21,2025:12:26 11:29:21
2025_1226_112925_050.JPG,21.161311833333333,N,72.78578286111112,E,30.0,0,2.2.0.0,2025:12:26 11:29:24,2025:12:26 11:29:24
2025_1226_112928_051.JPG,21.16134438888889,N,72.78585611111112,E,30.5,0,2.2.0.0,2025:12:26 11:29:27,2025:12:26 11:29:27
2025_1226_112931_052.JPG,21.16137694444444,N,72.7859375,E,31.0,0,2.2.0.0,2025:12:26 11:29:30,2025:12:26 11:29:30
2025_1226_112934_053.JPG,21.161405416666664,N,72.78601072222222,E,31.5,0,2.2.0.0,2025:12:26 11:29:33,2025:12:26 11:29:33
2025_1226_112937_054.JPG,21.161433916666667,N,72.7860921111111,E,32.5,0,2.2.0.0,2025:12:26 11:29:36,2025:12:26 11:29:36
2025_1226_112940_055.JPG,21.161462388888886,N,72.7861735,E,32.6,0,2.2.0.0,2025:12:26 11:29:39,2025:12:26 11:29:39
2025_1226_112943_056.JPG,21.161494944444442,N,72.78622230555555,E,32.6,0,2.2.0.0,2025:12:26 11:29:42,2025:12:26 11:29:42
2025_1226_112946_057.JPG,21.16153563888889,N,72.78618163888889,E,32.2,0,2.2.0.0,2025:12:26 11:29:45,2025:12:26 11:29:45
2025_1226_112949_058.JPG,21.16151936111111,N,72.78610025,E,30.6,0,2.2.0.0,2025:12:26 11:29:48,2025:12:26 11:29:48
2025_1226_112952_059.JPG,21.16149086111111,N,72.7860188611111,E,29.7,0,2.2.0.0,2025:12:26 11:29:51,2025:12:26 11:29:51
2025_1226_112955_060.JPG,21.161462388888886,N,72.7859375,E,29.4,0,2.2.0.0,2025:12:26 11:29:54,2025:12:26 11:29:54
2025_1226_112958_061.JPG,21.161429833333333,N,72.78586425,E,29.0,0,2.2.0.0,2025:12:26 11:29:57,2025:12:26 11:29:57
2025_1226_113001_062.JPG,21.161397277777777,N,72.78578286111112,E,28.7,0,2.2.0.0,2025:12:26 11:30:00,2025:12:26 11:30:00
2025_1226_113004_063.JPG,21.161368805555554,N,72.78570147222221,E,29.1,0,2.2.0.0,2025:12:26 11:30:03,2025:12:26 11:30:03
2025_1226_113007_064.JPG,21.161340305555555,N,72.78562011111111,E,28.3,0,2.2.0.0,2025:12:26 11:30:06,2025:12:26 11:30:06
2025_1226_113010_065.JPG,21.16131997222222,N,72.78553872222221,E,23.0,0,2.2.0.0,2025:12:26 11:30:09,2025:12:26 11:30:09
2025_1226_113013_066.JPG,21.161287416666664,N,72.78546547222221,E,22.6,0,2.2.0.0,2025:12:26 11:30:12,2025:12:26 11:30:12
2025_1226_113016_067.JPG,21.161324055555554,N,72.78542477777778,E,22.4,0,2.2.0.0,2025:12:26 11:30:15,2025:12:26 11:30:15
2025_1226_113019_068.JPG,21.161360666666667,N,72.78545733333333,E,22.7,0,2.2.0.0,2025:12:26 11:30:18,2025:12:26 11:30:18
